,address,coordinates
9354,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
9355,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
9356,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
9357,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
9359,"город Москва, Ленинский проспект, дом 44",37.56715 55.701318
9379,"город Москва, Ленинградский проспект, дом 37Б",37.544629 55.790221
9383,"город Москва, Профсоюзная улица, дом 45А",37.55187 55.666878
9413,"город Москва, Ленинский проспект, дом 73/8",37.547405 55.688553
9432,"город Москва, Варшавское шоссе, дом 170Б, строение 4",37.590542 55.581439
9433,"город Москва, Варшавское шоссе, дом 170Г, строение 5",37.594054 55.580136
9435,"город Москва, проспект Мира, дом 102, корпус 1",37.636671 55.800595
9461,"город Москва, Ленинский проспект, дом 146",37.497656 55.657408
9469,"город Москва, проспект Вернадского, дом 14Б",37.504546 55.676301
9478,"город Москва, Ленинский проспект, дом 158",37.483095 55.651186
9479,"город Москва, Ленинский проспект, дом 158",37.483095 55.651186
9480,"город Москва, Ленинский проспект, дом 158",37.483095 55.651186
9527,"город Москва, Варшавское шоссе, дом 125, строение 15",37.618543 55.625526
9558,"город Москва, Ленинский проспект, дом 129, корпус 2",37.480849 55.643713
9560,"город Москва, Каширское шоссе, дом 26",37.64613 55.653314
9561,"город Москва, проспект Мира, дом 112",37.637847 55.805943
9562,"город Москва, проспект Мира, дом 167А",37.656344 55.836554
9572,"город Москва, Ленинградский проспект, владение 37А, корпус 4",37.54232 55.791714
9574,"город Москва, Ленинградский проспект, дом 12",37.578855 55.780157
9578,"город Москва, Профсоюзная улица, дом 118",37.521129 55.636306
9581,"город Москва, Ленинский проспект, дом 39/1",37.582817 55.707451
9588,"город Москва, Ленинский проспект, дом 70/11",37.543318 55.687497
9618,"город Москва, проспект Мира, дом 77, корпус 1",37.634299 55.789937
9632,"город Москва, Варшавское шоссе, дом 97",37.624247 55.633221
9635,"город Москва, Ленинградский проспект, дом 33, корпус 4",37.559829 55.78732
9636,"город Москва, Ленинградский проспект, дом 33, корпус 4",37.559829 55.78732
9652,"город Москва, Кутузовский проспект, дом 45",37.525854 55.737076
9675,"город Москва, Ленинский проспект, дом 85",37.535862 55.680828
9683,"город Москва, Кутузовский проспект, дом 36, строение 39",37.527417 55.73962
9688,"город Москва, Ленинский проспект, дом 88, строение 1",37.525872 55.67655
9689,"город Москва, Каширское шоссе, дом 13, корпус 3",37.632341 55.667112
9707,"город Москва, Пресненская набережная, дом 4, строение 1",37.54294 55.748924
9713,"город Москва, проспект Мира, дом 19, строение 1",37.632107 55.778026
9716,"город Москва, Кутузовский проспект, дом 12, строение 1",37.5592 55.750788
9719,"город Москва, Кутузовский проспект, дом 12, строение 1",37.5592 55.750788
9747,"город Москва, Варшавское шоссе, дом 144, корпус 2, строение 2",37.604232 55.603791
9789,"город Москва, Варшавское шоссе, дом 143, корпус 5А",37.597989 55.581139
9805,"город Москва, Профсоюзная улица, дом 152, корпус 2, строение 2",37.506253 55.622827
9819,"город Москва, Ленинградский проспект, дом 5, строение 7",37.577921 55.77914
9842,"город Москва, Ленинградский проспект, дом 78, корпус 1",37.513296 55.806059
9857,"город Москва, Профсоюзная улица, дом 2/22",37.572378 55.687477
9919,"город Москва, проспект Мира, дом 169, корпус 1",37.657673 55.837191
9924,"город Москва, Ленинский проспект, дом 88",37.526259 55.676149
9958,"город Москва, Кутузовский проспект, дом 12, строение 2",37.557664 55.750631
9990,"город Москва, Кутузовский проспект, дом 12, строение 1",37.5592 55.750788
9991,"город Москва, Ходынский бульвар, дом 2",37.536823 55.789391
9993,"город Москва, проспект Мира, дом 79",37.634182 55.790975
10003,"город Москва, Варшавское шоссе, дом 141, корпус 10",37.602714 55.589198
10008,"город Москва, проспект Мира, дом 61",37.634479 55.785964
10016,"город Москва, проспект Мира, дом 62, строение 1",37.635646 55.785554
10045,"город Москва, проспект Вернадского, дом 105",37.485601 55.662882
10059,"город Москва, проспект Вернадского, дом 12Д",37.511472 55.686269
10073,"город Москва, Каширское шоссе, дом 8, корпус 1",37.628586 55.666899
10076,"город Москва, Варшавское шоссе, дом 132, строение 9",37.610449 55.620901
10084,"город Москва, проспект Мира, дом 102, корпус 2",37.636715 55.801536
10096,"город Москва, Ленинградский проспект, дом 58, строение 2",37.536553 55.799158
10113,"город Москва, Профсоюзная улица, дом 13/12",37.566467 55.680554
10117,"город Москва, Профсоюзная улица, дом 128, корпус 2",37.515281 55.630441
10118,"город Москва, Профсоюзная улица, дом 126, корпус 1",37.518587 55.632672
10136,"город Москва, Каширское шоссе, дом 26",37.64613 55.653314
10138,"город Москва, Каширское шоссе, дом 44, корпус 1",37.663009 55.64824
10146,"город Москва, Каширское шоссе, дом 44, корпус 1",37.663009 55.64824
10160,"город Москва, Ленинградский проспект, дом 36, строение 33",37.566728 55.787371
10163,"город Москва, Профсоюзная улица, дом 15",37.565335 55.679509
10173,"город Москва, проспект Мира, дом 116",37.638 55.808948
10181,"город Москва, проспект Мира, дом 26, строение 1",37.633068 55.77796
10188,"город Москва, Ленинградский проспект, дом 37Б",37.544629 55.790221
10193,"город Москва, Ленинский проспект, дом 67",37.552732 55.691516
10203,"город Москва, Профсоюзная улица, дом 126, корпус 1",37.518587 55.632672
10242,"город Москва, Варшавское шоссе, дом 7, корпус 1",37.622405 55.700877
10243,"город Москва, Варшавское шоссе, дом 7, корпус 1",37.622405 55.700877
10244,"город Москва, Варшавское шоссе, дом 7, корпус 1",37.622405 55.700877
10247,"город Москва, проспект Вернадского, дом 109",37.483714 55.661465
10307,"город Москва, Каширское шоссе, дом 9, корпус 2",37.630643 55.668386
10308,"город Москва, Каширское шоссе, дом 9, корпус 3",37.631514 55.668559
10309,"город Москва, Каширское шоссе, дом 142, корпус 1",37.722343 55.597327
10310,"город Москва, Каширское шоссе, дом 142, корпус 1",37.722343 55.597327
10324,"город Москва, Каширское шоссе, дом 26, корпус 3",37.647307 55.652913
10334,"город Москва, Кутузовский проспект, дом 18",37.552184 55.746785
10339,"город Москва, Ленинградский проспект, дом 13, строение 1",37.5736 55.781038
10340,"город Москва, Ленинградский проспект, дом 35",37.553271 55.790352
10341,"город Москва, Ленинградский проспект, дом 71, корпус Г",37.516 55.803985
10359,"город Москва, Ленинский проспект, дом 85",37.535862 55.680828
10360,"город Москва, Ленинский проспект, дом 150",37.491296 55.654523
10373,"город Москва, Ленинский проспект, дом 69",37.550657 55.690369
10374,"город Москва, проспект Мира, дом 3, корпус 1",37.631927 55.773317
10375,"город Москва, проспект Мира, дом 99",37.63676 55.810688
10376,"город Москва, проспект Мира, дом 99",37.63676 55.810688
10438,"город Москва, Профсоюзная улица, дом 2/22",37.572378 55.687477
10439,"город Москва, Профсоюзная улица, дом 144",37.508292 55.624347
10440,"город Москва, Профсоюзная улица, дом 15",37.565335 55.679509
10565,"город Москва, Ленинский проспект, дом 128, корпус 1",37.510511 55.666675
10569,"город Москва, Кутузовский проспект, дом 24",37.545267 55.744526
10606,"город Москва, проспект Вернадского, дом 105, корпус 4",37.486733 55.663674
10624,"город Москва, Ходынский бульвар, дом 19",37.52165 55.789122
10625,"город Москва, Ходынский бульвар, дом 19",37.52165 55.789122
10644,"город Москва, Варшавское шоссе, дом 141, корпус 11",37.601798 55.588415
10683,"город Москва, Ленинский проспект, дом 29",37.590856 55.714171
10712,"Ленинградский проспект, дом 37, корпус 4",37.545087 55.793627
10720,"город Москва, Варшавское шоссе, дом 27",37.622073 55.69351
10721,"город Москва, Варшавское шоссе, дом 82",37.618758 55.651775
10722,"город Москва, Варшавское шоссе, дом 143",37.600109 55.583561
10723,"город Москва, Варшавское шоссе, дом 34",37.623483 55.680311
10732,"город Москва, Профсоюзная улица, дом 128, корпус 1",37.515632 55.630985
10733,"город Москва, Профсоюзная улица, дом 128, корпус 1",37.515632 55.630985
10734,"город Москва, Профсоюзная улица, дом 128, корпус 2",37.515281 55.630441
10738,"город Москва, Профсоюзная улица, дом 61",37.5425 55.656697
10797,"город Москва, Ленинский проспект, дом 15",37.599956 55.720129
10798,"город Москва, Ленинский проспект, дом 15",37.599956 55.720129
10834,"город Москва, Ленинский проспект, дом 158",37.483095 55.651186
10845,"город Москва, Ленинградский проспект, дом 37, корпус 5",37.542833 55.794629
10847,"город Москва, Ленинградский проспект, дом 39, строение 1",37.539868 55.790555
10852,"Ленинградский проспект, дом 39, строение 2",37.539868 55.790555
10937,"город Москва, Варшавское шоссе, дом 45",37.625289 55.679945
10938,"город Москва, Каширское шоссе, дом 51, корпус 3",37.690713 55.640462
10939,"город Москва, Каширское шоссе, дом 10, корпус 1, строение 1",37.628289 55.666335
10941,"город Москва, Варшавское шоссе, дом 59А",37.626951 55.675641
11025,"город Москва, Каширское шоссе, дом 45",37.677203 55.644516
11074,"город Москва, проспект Мира, дом 102, корпус 1",37.636671 55.800595
11075,"город Москва, проспект Мира, дом 102, корпус 1",37.636671 55.800595
11104,"город Москва, проспект Мира, дом 102, строение 4",37.638611 55.802163
11290,"город Москва, Профсоюзная улица, дом 126, корпус 1",37.518587 55.632672
11291,"город Москва, Профсоюзная улица, дом 126, корпус 1",37.518587 55.632672
11292,"город Москва, Профсоюзная улица, дом 126, корпус 1",37.518587 55.632672
11293,"город Москва, Профсоюзная улица, дом 126, корпус 1",37.518587 55.632672
11294,"город Москва, Профсоюзная улица, дом 126, корпус 2",37.517374 55.631168
11295,"город Москва, Профсоюзная улица, дом 126, корпус 3",37.516844 55.63037
11296,"город Москва, Профсоюзная улица, дом 126, корпус 3",37.516844 55.63037
11297,"город Москва, Профсоюзная улица, дом 126, корпус 3",37.516844 55.63037
11298,"город Москва, Профсоюзная улица, дом 126, корпус 3",37.516844 55.63037
11299,"город Москва, Профсоюзная улица, дом 126, корпус 3",37.516844 55.63037
11302,"город Москва, Профсоюзная улица, дом 140",37.511014 55.626904
11303,"город Москва, Профсоюзная улица, дом 56",37.55248 55.670021
11306,"город Москва, Ленинский проспект, дом 117, сооружение 1",37.490542 55.651669
11312,"город Москва, Профсоюзная улица, дом 102, строение 1",37.526232 55.643658
11313,"город Москва, Профсоюзная улица, дом 102, строение 1",37.526232 55.643658
11351,"город Москва, проспект Вернадского, дом 37, корпус 1",37.511131 55.678747
11355,"город Москва, Кутузовский проспект, дом 12, строение 1",37.5592 55.750788
11389,"город Москва, Ленинградский проспект, дом 15, строение 1",37.572082 55.781539
11408,"город Москва, Ленинградский проспект, дом 37, строение 12",37.543533 55.79428
11409,"город Москва, Ленинградский проспект, дом 39, строение 57",37.54215 55.790712
11411,"город Москва, Ходынский бульвар, дом 20А, строение 1",37.522549 55.790109
11420,"город Москва, Ленинградский проспект, дом 37А, корпус 14",37.541243 55.791602
11421,"город Москва, Ленинградский проспект, дом 75Г, строение 1",37.512766 55.803282
11422,"город Москва, Ленинградский проспект, дом 39, строение 80",37.536922 55.796562
11444,"город Москва, Каширское шоссе, дом 78, корпус 6",37.683616 55.639964
11473,"город Москва, Каширское шоссе, дом 41",37.673151 55.645979
11474,"город Москва, Варшавское шоссе, дом 138",37.60779 55.613265
11475,"город Москва, Варшавское шоссе, дом 125, строение 15",37.618543 55.625526
11478,"город Москва, Варшавское шоссе, дом 91",37.620447 55.651283
11479,"город Москва, Варшавское шоссе, дом 91, строение 17",37.62033 55.651039
11496,"город Москва, Каширское шоссе, владение 25Б",37.647998 55.656265
11497,"город Москва, Каширское шоссе, владение 25Б",37.647998 55.656265
11498,"город Москва, Каширское шоссе, владение 25Б",37.647998 55.656265
11500,"город Москва, Каширское шоссе, дом 39, корпус 1",37.672513 55.646116
11501,"город Москва, Каширское шоссе, дом 76, корпус 7",37.678595 55.640223
11515,"город Москва, Ленинский проспект, дом 15А",37.60072 55.720905
11527,"город Москва, Варшавское шоссе, дом 132, строение 10",37.609128 55.61934
11534,"город Москва, Варшавское шоссе, дом 133",37.607862 55.604097
11535,"город Москва, Варшавское шоссе, дом 133",37.607862 55.604097
11539,"город Москва, Варшавское шоссе, дом 143, корпус 5А",37.597989 55.581139
11540,"город Москва, Варшавское шоссе, дом 143, корпус 5А",37.597989 55.581139
11575,"город Москва, Каширское шоссе, дом 26",37.64613 55.653314
11609,"город Москва, Варшавское шоссе, дом 170А",37.595465 55.581368
11611,"город Москва, Варшавское шоссе, дом 9, строение 1Б",37.623681 55.70003
11685,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
11686,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
11687,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
11688,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
11689,"город Москва, Пресненская набережная, дом 12",37.537425 55.749628
11693,"город Москва, Пресненская набережная, дом 8, строение 1",37.539078 55.747115
11694,"город Москва, Пресненская набережная, дом 10",37.537371 55.746593
11695,"город Москва, Пресненская набережная, дом 10",37.537371 55.746593
11701,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11702,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11703,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11704,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11705,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11706,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11707,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11708,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
11711,"город Москва, проспект Мира, дом 64",37.635862 55.786116
11714,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
11715,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
11716,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
11717,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
11718,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
11725,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11726,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11727,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11758,"город Москва, Пресненская набережная, дом 4, строение 1",37.54294 55.748924
11759,"город Москва, Пресненская набережная, дом 4, строение 1",37.54294 55.748924
11760,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11761,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11762,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11763,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11764,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11765,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11766,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11767,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11768,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11769,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11770,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11771,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11772,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11773,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11774,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11775,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11776,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11777,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11778,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11779,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11780,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11799,"город Москва, Ленинградский проспект, дом 37",37.540748 55.792108
11800,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11801,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11802,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11803,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11804,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11805,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11806,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11807,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11808,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11818,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11819,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11820,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11884,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11885,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
11886,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11891,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11905,"город Москва, Варшавское шоссе, дом 33, строение 12",37.622369 55.691755
11908,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11909,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11910,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11913,"город Москва, Профсоюзная улица, дом 140",37.511014 55.626904
11917,"город Москва, Ленинский проспект, дом 156",37.485996 55.651973
11927,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11928,"город Москва, Варшавское шоссе, дом 9, строение 1Б",37.623681 55.70003
11958,"город Москва, Ленинградский проспект, дом 76А",37.515155 55.805837
11961,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
11962,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
11981,"город Москва, Ленинградский проспект, дом 75Г, строение 1",37.512766 55.803282
11982,"город Москва, Ленинградский проспект, дом 45, корпус 1",37.533858 55.798885
11994,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12018,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12022,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12031,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12036,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12042,"город Москва, Ленинский проспект, дом 101",37.51573 55.666624
12043,"город Москва, Ленинградский проспект, дом 62А",37.532098 55.801835
12048,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12059,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12060,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12068,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12069,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
12073,"город Москва, Варшавское шоссе, дом 26, строение 5",37.621543 55.683909
12080,"город Москва, Профсоюзная улица, дом 118",37.521129 55.636306
12087,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12092,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12094,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12095,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12125,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12131,"город Москва, Ходынский бульвар, дом 4",37.53128 55.790231
12137,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12138,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12139,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12140,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12145,"город Москва, Варшавское шоссе, дом 82",37.618758 55.651775
12150,"город Москва, проспект Вернадского, дом 105, корпус 4",37.486733 55.663674
12160,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12167,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12168,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12180,"город Москва, Пресненская набережная, дом 4, строение 1",37.54294 55.748924
12185,"город Москва, проспект Мира, дом 112",37.637847 55.805943
12241,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12242,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12260,"город Москва, Пресненская набережная, дом 2",37.539742 55.749157
12288,"город Москва, проспект Вернадского, дом 33",37.514563 55.680742
12290,"город Москва, Варшавское шоссе, дом 2",37.619683 55.699943
12315,"город Москва, Каширское шоссе, дом 7, корпус 1",37.628873 55.669513
12328,"город Москва, Ленинградский проспект, дом 44",37.546794 55.794725
12329,"город Москва, Ленинградский проспект, дом 74, корпус 1",37.516952 55.805133
12330,"город Москва, Ленинский проспект, дом 25",37.595088 55.717295
12331,"город Москва, Ленинский проспект, дом 75/9",37.544997 55.686975
12347,"город Москва, проспект Мира, дом 79",37.634182 55.790975
12348,"город Москва, проспект Мира, дом 124, корпус 8",37.639348 55.814345
12360,"город Москва, Профсоюзная улица, дом 69",37.533957 55.649063
12361,"город Москва, Профсоюзная улица, дом 98, корпус 10",37.520141 55.649886
12362,"город Москва, Профсоюзная улица, дом 146, корпус 1",37.507008 55.623625
12379,"город Москва, Профсоюзная улица, дом 2/22",37.572378 55.687477
12380,"город Москва, Профсоюзная улица, дом 7/12",37.569881 55.683691
12381,"город Москва, Профсоюзная улица, дом 15",37.565335 55.679509
12386,"город Москва, Профсоюзная улица, дом 2/22",37.572378 55.687477
12445,"город Москва, проспект Мира, дом 146",37.642734 55.820855
12460,"город Москва, Каширское шоссе, дом 4, корпус 1",37.628002 55.668417
12470,"город Москва, Профсоюзная улица, дом 104",37.523456 55.64192
12471,"город Москва, Профсоюзная улица, дом 104",37.523456 55.64192
12510,"город Москва, Ленинградский проспект, дом 80, корпус 17",37.511508 55.807951
12528,"город Москва, Ленинский проспект, дом 54",37.560368 55.697909
12529,"город Москва, Ленинский проспект, дом 54",37.560368 55.697909
12565,"город Москва, Варшавское шоссе, дом 102, строение 2",37.618956 55.644623
12576,"город Москва, Профсоюзная улица, дом 76",37.54356 55.66076
12630,"город Москва, Профсоюзная улица, дом 27, корпус 1",37.559541 55.6739
12676,"город Москва, Каширское шоссе, дом 52",37.668022 55.645964
12677,"город Москва, Каширское шоссе, дом 52",37.668022 55.645964
12679,"город Москва, Каширское шоссе, дом 53, корпус 4",37.693597 55.639344
12714,"город Москва, проспект Вернадского, дом 105, корпус 1",37.485861 55.662354
12723,"город Москва, Кутузовский проспект, дом 36, строение 11",37.526717 55.741987
12726,"город Москва, проспект Вернадского, дом 37, корпус 2",37.509451 55.677428
12762,"город Москва, проспект Мира, дом 102, корпус 1",37.636671 55.800595
12763,"город Москва, проспект Мира, дом 102, корпус 1",37.636671 55.800595
12764,"город Москва, проспект Мира, дом 102, корпус 1",37.636671 55.800595
12778,"город Москва, проспект Мира, дом 211, корпус 1",37.66265 55.844041
12879,"город Москва, Профсоюзная улица, дом 3",37.572396 55.685726
12887,"город Москва, Профсоюзная улица, дом 56",37.55248 55.670021
12888,"город Москва, Профсоюзная улица, дом 56",37.55248 55.670021
12889,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12890,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12891,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12892,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12893,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12894,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12895,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12896,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12897,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12898,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12899,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12900,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12901,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12902,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12903,"город Москва, Профсоюзная улица, дом 61А",37.541503 55.656031
12904,"город Москва, Профсоюзная улица, дом 56",37.55248 55.670021
12905,"город Москва, Профсоюзная улица, дом 56",37.55248 55.670021
12906,"город Москва, Профсоюзная улица, дом 109, корпус 2",37.519863 55.632901
12919,"город Москва, Профсоюзная улица, дом 129А",37.507484 55.61813
12920,"город Москва, Профсоюзная улица, дом 129А",37.507484 55.61813
12921,"город Москва, Профсоюзная улица, дом 129А",37.507484 55.61813
12922,"город Москва, Профсоюзная улица, дом 129А",37.507484 55.61813
12923,"город Москва, Профсоюзная улица, дом 129А",37.507484 55.61813
12930,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
12931,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
12932,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
12933,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
12934,"город Москва, Профсоюзная улица, дом 65, корпус 1",37.537973 55.653136
12953,"город Москва, Профсоюзная улица, дом 64",37.547405 55.666482
12954,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
12955,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
12956,"город Москва, Профсоюзная улица, дом 118",37.521129 55.636306
12967,"город Москва, проспект Вернадского, дом 6",37.527956 55.691958
12969,"город Москва, Кутузовский проспект, дом 12, строение 9",37.557772 55.749836
12970,"город Москва, Кутузовский проспект, дом 12, строение 1",37.5592 55.750788
12971,"город Москва, Кутузовский проспект, дом 12, строение 1",37.5592 55.750788
13034,"город Москва, Ленинградский проспект, дом 72, корпус 3",37.520833 55.804951
13063,"город Москва, Варшавское шоссе, дом 23",37.622297 55.694875
13118,"город Москва, Каширское шоссе, владение 25Б",37.647998 55.656265
13119,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
13122,"город Москва, Варшавское шоссе, дом 97",37.624247 55.633221
13138,"город Москва, Варшавское шоссе, дом 86А",37.618776 55.649997
13140,"город Москва, Варшавское шоссе, дом 160",37.59524 55.582986
13145,"город Москва, Варшавское шоссе, дом 160",37.59524 55.582986
13150,"город Москва, Варшавское шоссе, дом 170А",37.595465 55.581368
13202,"город Москва, Пресненская набережная, дом 8, строение 1",37.539078 55.747115
13219,"город Москва, Пресненская набережная, дом 6, строение 2",37.540245 55.748179
13223,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
13224,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
13225,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
13226,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
13227,"город Москва, Пресненская набережная, дом 10, строение 2",37.535062 55.747622
13269,"город Москва, проспект Мира, дом 188Б, корпус 2",37.658338 55.835008
13292,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13293,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13304,"город Москва, Варшавское шоссе, владение 132/1",37.609416 55.620921
13305,"город Москва, Варшавское шоссе, владение 132/1",37.609416 55.620921
13346,"город Москва, Ленинградский проспект, дом 72, корпус 1",37.520339 55.805791
13357,"город Москва, Профсоюзная улица, дом 76",37.54356 55.66076
13365,"город Москва, Профсоюзная улица, дом 109, корпус 2",37.519863 55.632901
13368,"город Москва, Профсоюзная улица, дом 2/22",37.572378 55.687477
13391,"город Москва, Варшавское шоссе, дом 87Б",37.620698 55.653644
13425,"город Москва, Ленинградский проспект, дом 78, корпус 1",37.513296 55.806059
13426,"город Москва, Ленинградский проспект, дом 74, корпус 1",37.516952 55.805133
13434,"город Москва, Профсоюзная улица, дом 129А",37.507484 55.61813
13441,"город Москва, Профсоюзная улица, дом 129А",37.507484 55.61813
13442,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13450,"город Москва, Профсоюзная улица, дом 56",37.55248 55.670021
13453,"город Москва, Ленинградский проспект, дом 36",37.559379 55.791243
13454,"город Москва, Ленинский проспект, дом 109",37.511445 55.663842
