Column1,Unnamed: 0,address,districts
1213,13865,"город Москва, проспект Вернадского, дом 123, строение 2","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1214,13915,"город Москва, Ленинградский проспект, дом 36","Россия, Москва, Северный административный округ, район Аэропорт"
1215,13916,"город Москва, Ленинградский проспект, дом 36","Россия, Москва, Северный административный округ, район Аэропорт"
1216,13919,"город Москва, Ленинградский проспект, дом 36","Россия, Москва, Северный административный округ, район Аэропорт"
1217,13920,"город Москва, Ленинградский проспект, дом 36","Россия, Москва, Северный административный округ, район Аэропорт"
1218,13940,"город Москва, проспект Мира, дом 224","Россия, Москва, Северо-Восточный административный округ, Ярославский район"
1219,13978,"город Москва, Каширское шоссе, дом 80","Россия, Москва, Южный административный округ, район Орехово-Борисово Северное"
1220,13979,"город Москва, Каширское шоссе, дом 80","Россия, Москва, Южный административный округ, район Орехово-Борисово Северное"
1221,13980,"город Москва, Каширское шоссе, дом 80","Россия, Москва, Южный административный округ, район Орехово-Борисово Северное"
1222,13981,"город Москва, Каширское шоссе, дом 57, корпус 4","Россия, Москва, Южный административный округ, район Москворечье-Сабурово, молодёжный жилой комплекс Сабурово"
1223,13985,"город Москва, Каширское шоссе, дом 57, корпус 6","Россия, Москва, Южный административный округ, район Москворечье-Сабурово, молодёжный жилой комплекс Сабурово"
1224,13987,"город Москва, Варшавское шоссе, дом 39","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1225,14000,"город Москва, проспект Мира, дом 26, строение 1","Россия, Москва, Центральный административный округ, Мещанский район"
1226,14023,"город Москва, проспект Мира, дом 122, корпус 1","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
1227,14056,"город Москва, Варшавское шоссе, дом 56, строение 2","Россия, Москва, Южный административный округ, Нагорный район"
1228,14057,"город Москва, Варшавское шоссе, дом 145, корпус 8","Россия, Москва, Южный административный округ, район Чертаново Южное"
1229,14064,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1230,14065,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1231,14066,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1232,14067,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1233,14068,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1234,14069,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1235,14070,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1236,14071,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 9","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1237,14133,"город Москва, проспект Мира, дом 102, корпус 1","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
1238,14134,"город Москва, проспект Мира, дом 102, корпус 2","Россия, Москва, Северо-Восточный административный округ, Алексеевский район"
1239,14173,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1240,14174,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1241,14175,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1242,14176,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1243,14177,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1244,14178,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1245,14179,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1246,14180,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1247,14181,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1248,14185,"город Москва, проспект Мира, дом 211, корпус 2","Россия, Москва, Северо-Восточный административный округ, район Свиблово"
1249,14312,"город Москва, Ленинский проспект, дом 109","Россия, Москва, Юго-Западный административный округ, Обручевский район, 37-й квартал"
1250,14346,"город Москва, проспект Вернадского, дом 86Б","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1251,14347,"город Москва, проспект Вернадского, дом 86Б","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1252,14348,"город Москва, проспект Вернадского, дом 86Б","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1253,14349,"город Москва, проспект Вернадского, дом 86Б, строение 1","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1254,14350,"город Москва, проспект Вернадского, дом 86Б, строение 1","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1255,14351,"город Москва, проспект Вернадского, дом 86Б, строение 1","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1256,14352,"город Москва, проспект Вернадского, дом 86Б, строение 1","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1257,14353,"город Москва, проспект Вернадского, дом 6","Россия, Москва, Западный административный округ, район Раменки"
1258,14354,"город Москва, проспект Вернадского, дом 6","Россия, Москва, Западный административный округ, район Раменки"
1259,14355,"город Москва, проспект Вернадского, дом 6","Россия, Москва, Западный административный округ, район Раменки"
1260,14367,"город Москва, Кутузовский проспект, дом 12, строение 1","Россия, Москва, Западный административный округ, район Дорогомилово"
1261,14369,"город Москва, Кутузовский проспект, дом 88","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1262,14455,"город Москва, Ленинградский проспект, дом 31А, строение 1","Россия, Москва, Северный административный округ, район Беговой"
1263,14488,"город Москва, Варшавское шоссе, дом 170Г","Россия, Москва, Южный административный округ, район Чертаново Южное"
1264,14489,"город Москва, Варшавское шоссе, дом 170Г","Россия, Москва, Южный административный округ, район Чертаново Южное"
1265,14490,"город Москва, Варшавское шоссе, дом 170Г","Россия, Москва, Южный административный округ, район Чертаново Южное"
1266,14519,"город Москва, Варшавское шоссе, дом 125Ж, корпус 6","Россия, Москва, Южный административный округ, район Чертаново Северное"
1267,14571,"город Москва, Варшавское шоссе, дом 87Б","Россия, Москва, Южный административный округ, Нагорный район"
1268,14584,"город Москва, Варшавское шоссе, дом 95, корпус 1","Россия, Москва, Южный административный округ, район Чертаново Северное"
1269,14585,"город Москва, Варшавское шоссе, дом 95, корпус 1","Россия, Москва, Южный административный округ, район Чертаново Северное"
1270,14604,"город Москва, Каширское шоссе, дом 19, корпус 2","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1271,14608,"город Москва, Варшавское шоссе, дом 148","Россия, Москва, Южный административный округ, район Чертаново Южное"
1272,14653,"город Москва, Варшавское шоссе, дом 152А","Россия, Москва, Южный административный округ, район Чертаново Южное"
1273,14654,"город Москва, Варшавское шоссе, дом 160","Россия, Москва, Южный административный округ, район Чертаново Южное"
1274,14655,"город Москва, Каширское шоссе, дом 26","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
1275,14658,"город Москва, Каширское шоссе, дом 39Б","Россия, Москва, Южный административный округ, район Москворечье-Сабурово"
1276,14659,"город Москва, Каширское шоссе, дом 14","Россия, Москва, Южный административный округ, район Нагатино-Садовники"
1277,14671,"город Москва, Варшавское шоссе, дом 26, строение 5","Россия, Москва, Южный административный округ, Нагорный район"
1278,14672,"город Москва, Варшавское шоссе, дом 26, строение 5","Россия, Москва, Южный административный округ, Нагорный район"
1279,14684,"город Москва, Варшавское шоссе, дом 26, строение 5","Россия, Москва, Южный административный округ, Нагорный район"
1280,14746,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1281,14747,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1282,14748,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1283,14749,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1284,14750,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1285,14751,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1286,14752,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1287,14753,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1288,14754,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1289,14755,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1290,14756,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1291,14757,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1292,14758,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1293,14767,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1294,14768,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1295,14769,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1296,14770,"город Москва, Пресненская набережная, дом 12","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1297,14777,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1298,14778,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1299,14779,"город Москва, Пресненская набережная, дом 10, строение 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1300,14783,"город Москва, Пресненская набережная, дом 4, строение 1","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1301,14784,"город Москва, Пресненская набережная, дом 4, строение 1","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1302,14785,"город Москва, Пресненская набережная, дом 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1303,14786,"город Москва, Пресненская набережная, дом 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1304,14787,"город Москва, Пресненская набережная, дом 2","Россия, Москва, Центральный административный округ, Пресненский район, Московский международный деловой центр Москва-Сити"
1305,14854,"город Москва, проспект Вернадского, дом 86А","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1306,14855,"город Москва, проспект Вернадского, дом 86А","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1307,14856,"город Москва, проспект Вернадского, дом 86А","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1308,14857,"город Москва, проспект Вернадского, дом 86А","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1309,14858,"город Москва, проспект Вернадского, дом 86А","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1310,14859,"город Москва, проспект Вернадского, дом 86А","Россия, Москва, Западный административный округ, район Тропарёво-Никулино"
1311,14860,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1312,14861,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1313,14862,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1314,14863,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1315,14864,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1316,14865,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1317,14866,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1318,14867,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1319,14869,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1320,14870,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1321,14871,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1322,14872,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1323,14873,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1324,14882,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1325,14883,"город Москва, Кутузовский проспект, дом 57","Россия, Москва, Западный административный округ, район Фили-Давыдково"
1326,14886,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1327,14887,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1328,14888,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1329,14889,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1330,14890,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1331,14891,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1332,14892,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1333,14893,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1334,14894,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1335,14895,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1336,14896,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1337,14897,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1338,14898,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1339,14899,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1340,14900,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1341,14901,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1342,14902,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1343,14903,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1344,14904,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1345,14905,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1346,14906,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1347,14907,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1348,14908,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1349,14909,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1350,14910,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1351,14911,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1352,14912,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1353,14913,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1354,14914,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1355,14915,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1356,14916,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1357,14917,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1358,14918,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1359,14919,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1360,14920,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1361,14921,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1362,14922,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1363,14923,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1364,14924,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1365,14925,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1366,14926,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1367,14927,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1368,14928,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1369,14929,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1370,14930,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1371,14931,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1372,14932,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1373,14933,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1374,14934,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1375,14935,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1376,14936,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1377,14937,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1378,14938,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1379,14939,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1380,14940,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1381,14941,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1382,14942,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1383,14943,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1384,14944,"город Москва, Ходынский бульвар, дом 4","Россия, Москва, Северный административный округ, Хорошёвский район, микрорайон Ходынское Поле"
1385,14948,"город Москва, Ходынский бульвар, дом 2","Россия, Москва, Северный административный округ, Хорошёвский район, жилой комплекс Лайнер Восток"
1386,14987,"город Москва, Варшавское шоссе, дом 141, корпус 12","Россия, Москва, Южный административный округ, район Чертаново Южное, жилой комплекс Варшавское шоссе 141"
1387,14988,"город Москва, Ленинградский проспект, дом 36, строение 31","Россия, Москва, Северный административный округ, район Аэропорт, жилой комплекс ВТБ Арена Парк"
1388,14989,"город Москва, Ленинградский проспект, дом 36, строение 33","Россия, Москва, Северный административный округ, район Аэропорт, жилой комплекс ВТБ Арена Парк"
1389,14992,"город Москва, Варшавское шоссе, владение 132/2","Россия, Москва, Южный административный округ, район Чертаново Центральное"
1390,14993,"город Москва, Варшавское шоссе, владение 132/2","Россия, Москва, Южный административный округ, район Чертаново Центральное"
